topic,unified_time_s,time_source,frame_id,height,width,estimated_point_count,field_count,field_names,is_bigendian,point_step,row_step,is_dense,data_length_bytes
/off_highway_premium_radar_sample_driver/locations,1752754304.14753,header,base_link,1,409,409,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,32720,True,32720
/off_highway_premium_radar_sample_driver/locations,1752754304.216686,header,base_link,1,346,346,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,27680,True,27680
/off_highway_premium_radar_sample_driver/locations,1752754304.277728,header,base_link,1,393,393,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,31440,True,31440
/off_highway_premium_radar_sample_driver/locations,1752754304.34684,header,base_link,1,364,364,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,29120,True,29120
/off_highway_premium_radar_sample_driver/locations,1752754304.417571,header,base_link,1,421,421,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,33680,True,33680
/off_highway_premium_radar_sample_driver/locations,1752754304.476884,header,base_link,1,374,374,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,29920,True,29920
/off_highway_premium_radar_sample_driver/locations,1752754304.547211,header,base_link,1,424,424,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,33920,True,33920
/off_highway_premium_radar_sample_driver/locations,1752754304.607348,header,base_link,1,369,369,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,29520,True,29520
/off_highway_premium_radar_sample_driver/locations,1752754304.67719,header,base_link,1,409,409,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,32720,True,32720
/off_highway_premium_radar_sample_driver/locations,1752754304.746699,header,base_link,1,346,346,19,"x,y,z,radial_distance,radial_velocity,azimuth_angle,elevation_angle,radar_cross_section,signal_noise_ratio,radial_distance_variance,radial_velocity_variance,azimuth_angle_variance,elevation_angle_variance,radial_distance_velocity_covariance,velocity_resolution_processing_probability,azimuth_angle_probability,elevation_angle_probability,measurement_status,idx_azimuth_ambiguity_peer",False,80,27680,True,27680
