topic,unified_time_s,time_source,frame_id,format,data_length_bytes
/zed2i/zed_node/right/image_rect_color/compressed,1752754314.862006,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166595
/zed2i/zed_node/left/image_rect_color/compressed,1752754314.92886,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,165669
/zed2i/zed_node/right/image_rect_color/compressed,1752754314.92886,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166529
/zed2i/zed_node/left/image_rect_color/compressed,1752754314.995487,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166039
/zed2i/zed_node/right/image_rect_color/compressed,1752754314.995487,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166209
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.0620558,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,165889
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.0620558,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166092
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.128845,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,165842
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.128845,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166339
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.195483,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166000
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.195483,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166209
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.261982,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166118
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.261982,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,165657
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.3288848,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166104
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.3288848,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,165928
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.3952918,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166107
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.3952918,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166256
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.4621189,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166344
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.4621189,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166428
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.5289018,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166297
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.5289018,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166759
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.5953689,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166378
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.5953689,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166491
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.6622598,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166238
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.6622598,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167012
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.7289,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166778
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.7289,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166638
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.795363,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167109
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.795363,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166709
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.862262,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167150
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.862262,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167254
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.928937,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167188
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.928937,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167509
/zed2i/zed_node/left/image_rect_color/compressed,1752754315.995411,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167024
/zed2i/zed_node/right/image_rect_color/compressed,1752754315.995411,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167225
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.062501,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166846
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.062501,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166981
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.1289399,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167208
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.1289399,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166826
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.1953988,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166901
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.1953988,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,166829
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.262307,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167182
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.262307,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167623
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.3289988,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167022
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.3289988,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167226
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.395449,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,166843
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.395449,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167213
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.462339,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167279
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.462339,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167132
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.528951,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167430
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.528951,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167599
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.59545,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167703
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.59545,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168003
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.6622949,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168077
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.6622949,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168356
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.7289948,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168089
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.7289948,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169115
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.7954528,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168944
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.7954528,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169872
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.8624358,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169775
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.8624358,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170130
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.928943,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169419
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.928943,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169834
/zed2i/zed_node/left/image_rect_color/compressed,1752754316.995539,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169152
/zed2i/zed_node/right/image_rect_color/compressed,1752754316.995539,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169706
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.062351,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169091
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.062351,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169357
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.1289408,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168885
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.1289408,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169552
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.195781,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169507
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.195781,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169883
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.2623188,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170271
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.2623188,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170814
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.328846,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170084
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.328846,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170853
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.39572,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170167
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.39572,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170814
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.46242,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168979
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.46242,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169896
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.528807,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168132
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.528807,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168602
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.5958688,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168149
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.5958688,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168619
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.662345,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168076
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.662345,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168518
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.762281,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168757
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.762281,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169196
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.795729,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169132
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.795729,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168638
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.862398,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168840
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.862398,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169016
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.9288678,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169024
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.9288678,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169210
/zed2i/zed_node/left/image_rect_color/compressed,1752754317.995636,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168851
/zed2i/zed_node/right/image_rect_color/compressed,1752754317.995636,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168954
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.062384,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168882
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.062384,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169488
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.128934,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169212
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.128934,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169821
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.1958408,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169583
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.1958408,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170051
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.2624838,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169898
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.2624838,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170827
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.328868,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169740
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.328868,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170999
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.395803,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169746
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.395803,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170482
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.462437,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169620
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.462437,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170324
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.5290768,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169483
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.5290768,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170146
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.5957818,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169095
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.5957818,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169754
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.662307,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169135
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.662307,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169595
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.729193,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169083
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.729193,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169958
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.795848,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168766
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.795848,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169740
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.86228,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168592
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.86228,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169368
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.9291718,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168344
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.9291718,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168802
/zed2i/zed_node/left/image_rect_color/compressed,1752754318.996053,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168030
/zed2i/zed_node/right/image_rect_color/compressed,1752754318.996053,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168745
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.062299,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167420
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.062299,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167892
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.1291149,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167853
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.1291149,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,167825
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.195832,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,167637
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.195832,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168270
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.295832,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168397
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.295832,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169036
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.3292348,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168581
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.3292348,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169342
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.395885,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169120
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.395885,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169736
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.495802,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169004
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.495802,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169655
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.5292158,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168877
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.5292158,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169642
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.629199,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168671
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.629199,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,168526
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.696106,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,168597
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.696106,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169441
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.7623758,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169055
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.7623758,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169425
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.795966,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169051
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.795966,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169426
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.895912,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169551
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.895912,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,169865
/zed2i/zed_node/left/image_rect_color/compressed,1752754319.962381,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,169952
/zed2i/zed_node/right/image_rect_color/compressed,1752754319.962381,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170544
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.0290658,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170444
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.0290658,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,171238
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.0959399,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170500
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.0959399,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,171127
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.1625,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170348
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.1625,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,171337
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.229223,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170581
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.229223,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,170981
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.2956028,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170660
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.2956028,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,171424
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.3626819,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,170497
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.3626819,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,171306
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.429303,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,171628
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.429303,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,172736
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.4957578,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,172360
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.4957578,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,173032
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.56262,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,172538
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.56262,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,173160
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.6292999,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,173651
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.6292999,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,174190
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.695776,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,174516
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.695776,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,175333
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.7626169,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,174989
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.7626169,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,175719
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.829339,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,175407
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.829339,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,175529
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.895793,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,175237
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.895793,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,175964
/zed2i/zed_node/left/image_rect_color/compressed,1752754320.962569,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,175172
/zed2i/zed_node/right/image_rect_color/compressed,1752754320.962569,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,176032
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.0292609,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,174717
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.0292609,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,175986
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.09588,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,175178
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.09588,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,176273
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.16255,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,176107
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.16255,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,176479
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.2293198,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,176840
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.2293198,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,177602
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.2958379,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,177123
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.2958379,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,178309
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.362639,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,177749
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.362639,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,178493
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.4294019,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,177902
/zed2i/zed_node/right/image_rect_color/compressed,1752754321.4294019,header,zed2i_right_camera_optical_frame,bgra8; jpeg compressed bgr8,178523
/zed2i/zed_node/left/image_rect_color/compressed,1752754321.495967,header,zed2i_left_camera_optical_frame,bgra8; jpeg compressed bgr8,177427
